Uso,Semana,Temporada,Volumen_hm3
1,1,1,1645.04
1,1,2,1374.8027200000001
1,1,3,1126.0527200000001
1,1,4,973.17272
1,1,5,956.0924075365077
1,2,1,1582.07168
1,2,2,1374.8027200000001
1,2,3,1077.4334745941412
1,2,4,929.5482553579329
1,2,5,956.0924075365077
1,3,1,1526.9744
1,3,2,1319.7054400000002
1,3,3,1022.3361945941411
1,3,4,874.450975357933
1,3,5,926.9632178786284
1,4,1,1526.9744
1,4,2,1319.7054400000002
1,4,3,1022.3361945941411
1,4,4,874.450975357933
1,4,5,926.9632178786284
1,5,1,1471.87712
1,5,2,1264.6081600000002
1,5,3,967.2389145941412
1,5,4,842.3873804502325
1,5,5,926.9632178786284
1,6,1,1471.87712
1,6,2,1264.6081600000002
1,6,3,967.2389145941412
1,6,4,842.3873804502325
1,6,5,883.5200994042813
1,7,1,1471.87712
1,7,2,1264.6081600000002
1,7,3,967.2389145941412
1,7,4,842.3873804502325
1,7,5,823.7290007652638
1,8,1,1471.87712
1,8,2,1264.6081600000002
1,8,3,967.2389145941412
1,8,4,842.3873804502325
1,8,5,823.7290007652638
1,9,1,1416.7798400000001
1,9,2,1209.5108800000003
1,9,3,912.1416345941412
1,9,4,842.3873804502325
1,9,5,803.4935274871406
1,10,1,1416.7798400000001
1,10,2,1209.5108800000003
1,10,3,912.1416345941412
1,10,4,835.267242451215
1,10,5,803.4935274871406
1,11,1,1361.6825600000002
1,11,2,1154.4136000000003
1,11,3,857.0443545941413
1,11,4,782.9976818130917
1,11,5,754.4578889301741
1,12,1,1361.6825600000002
1,12,2,1154.4136000000003
1,12,3,857.0443545941413
1,12,4,782.9976818130917
1,12,5,754.4578889301741
1,13,1,1306.5852800000002
1,13,2,1105.7321962722049
1,13,3,851.9189227635691
1,13,4,776.9654807095995
1,13,5,754.4578889301741
1,14,1,1306.5852800000002
1,14,2,1105.7321962722049
1,14,3,807.1594143368579
1,14,4,776.9654807095995
1,14,5,754.4578889301741
1,15,1,1306.5852800000002
1,15,2,1058.48866852541
1,15,3,807.1594143368579
1,15,4,776.9654807095995
1,15,5,754.4578889301741
1,16,1,1306.5852800000002
1,16,2,1015.6661202602152
1,16,3,761.3768024746885
1,16,4,776.9654807095995
1,16,5,754.4578889301741
1,17,1,1256.0438700974246
1,17,2,969.3710855429697
1,17,3,712.3590151305162
1,17,4,727.0409477661074
1,17,5,754.4578889301741
1,18,1,1256.0438700974246
1,18,2,912.0646862757641
1,18,3,712.3590151305162
1,18,4,727.0409477661074
1,18,5,754.4578889301741
1,19,1,1256.0438700974246
1,19,2,912.0646862757641
1,19,3,712.3590151305162
1,19,4,727.0409477661074
1,19,5,754.4578889301741
1,20,1,1213.3856946721214
1,20,2,912.0646862757641
1,20,3,712.3590151305162
1,20,4,727.0409477661074
1,20,5,754.4578889301741
1,21,1,1158.2884146721215
1,21,2,895.9282486717428
1,21,3,693.5002886871854
1,21,4,727.0409477661074
1,21,5,754.4578889301741
1,22,1,1095.3200946721215
1,22,2,895.9282486717428
1,22,3,693.5002886871854
1,22,4,727.0409477661074
1,22,5,754.4578889301741
1,23,1,1040.2228146721216
1,23,2,895.9282486717428
1,23,3,693.5002886871854
1,23,4,727.0409477661074
1,23,5,754.4578889301741
1,24,1,977.2544946721216
1,24,2,861.634247584745
1,24,3,656.0966793718234
1,24,4,727.0409477661087
1,24,5,754.4578889301741
1,25,1,922.1572146721217
1,25,2,806.5369675847451
1,25,3,613.0162488288817
1,25,4,683.0538558012169
1,25,5,711.3774910464324
1,26,1,859.1888946721217
1,26,2,806.5369675847451
1,26,3,555.0985106213732
1,26,4,661.1456634756262
1,26,5,711.3774910464324
1,27,1,796.2205746721218
1,27,2,806.5369675847451
1,27,3,555.0985106213732
1,27,4,608.3101418700355
1,27,5,711.3774910464324
1,28,1,796.2205746721218
1,28,2,743.5686475847451
1,28,3,555.0985106213732
1,28,4,585.7424646300481
1,28,5,669.9533106078704
1,29,1,741.1232946721218
1,29,2,688.4713675847452
1,29,3,517.2713571536315
1,29,4,547.0086049851562
1,29,5,632.1261450441287
1,30,1,741.1232946721218
1,30,2,625.5030475847452
1,30,3,517.2713571536315
1,30,4,547.0086049851562
1,30,5,597.2249873787798
1,31,1,699.4987442716872
1,31,2,570.4057675847453
1,31,3,488.2087449658897
1,31,4,547.0086049851562
1,31,5,568.4650909312899
1,32,1,699.4987442716872
1,32,2,570.4057675847453
1,32,3,488.2087449658897
1,32,4,547.0086049851562
1,32,5,548.8399607284442
1,33,1,644.4014642716872
1,33,2,519.4886399999997
1,33,3,456.52031999999974
1,33,4,547.0086049851562
1,33,5,548.8399607284442
1,34,1,581.4331442716873
1,34,2,456.52031999999974
1,34,3,456.52031999999974
1,34,4,547.0086049851562
1,34,5,515.1925515520895
1,35,1,519.4886399999999
1,35,2,393.55199999999974
1,35,3,456.52031999999974
1,35,4,547.0086049851562
1,35,5,515.1925515520895
1,36,1,456.52031999999997
1,36,2,393.55199999999974
1,36,3,456.52031999999974
1,36,4,505.0978871936478
1,36,5,515.1925515520895
1,37,1,401.42303999999996
1,37,2,338.4547199999997
1,37,3,401.42303999999973
1,37,4,457.5092481660779
1,37,5,460.09527155208957
1,38,1,401.42303999999996
1,38,2,338.4547199999997
1,38,3,338.4547199999997
1,38,4,397.6183806568998
1,38,5,400.8961227935276
1,39,1,338.45471999999995
1,39,2,275.4863999999997
1,39,3,275.4863999999997
1,39,4,397.6183806568998
1,39,5,337.9278027935276
1,40,1,338.45471999999995
1,40,2,275.4863999999997
1,40,3,275.4863999999997
1,40,4,397.6183806568998
1,40,5,275.48640000000114
1,41,1,283.35743999999994
1,41,2,220.38911999999974
1,41,3,220.3891199999997
1,41,4,342.52110065689976
1,41,5,220.38912000000073
1,42,1,228.26015999999993
1,42,2,165.29183999999975
1,42,3,165.29183999999972
1,42,4,287.42382065689975
1,42,5,165.29184000000072
1,43,1,173.16287999999994
1,43,2,110.19455999999977
1,43,3,110.19455999999973
1,43,4,232.32654065689974
1,43,5,110.19456000000044
1,44,1,118.06559999999995
1,44,2,55.09727999999977
1,44,3,55.097279999999735
1,44,4,177.22926065689975
1,44,5,55.097280000000126
1,45,1,62.96831999999995
1,45,2,0.0
1,45,3,0.0
1,45,4,122.13198065689976
1,45,5,0.0
1,46,1,62.96831999999995
1,46,2,0.0
1,46,3,0.0
1,46,4,59.163660656899765
1,46,5,0.0
1,47,1,0.0
1,47,2,0.0
1,47,3,0.0
1,47,4,59.163660656899765
1,47,5,0.0
1,48,1,0.0
1,48,2,0.0
1,48,3,0.0
1,48,4,0.34600423168793
1,48,5,0.0
2,1,1,1145.0139592467835
2,1,2,1200.0
2,1,3,1063.49
2,1,4,666.01
2,1,5,545.28
2,2,1,1145.0139592467835
2,2,2,1137.03168
2,2,3,1049.140925405859
2,2,4,666.01
2,2,5,515.554613961723
2,3,1,1145.0139592467835
2,3,2,1137.03168
2,3,3,1049.140925405859
2,3,4,666.01
2,3,5,515.554613961723
2,4,1,1082.0456392467836
2,4,2,1074.06336
2,4,3,986.172605405859
2,4,4,603.04168
2,4,5,475.88955266474653
2,5,1,1082.0456392467836
2,5,2,1074.06336
2,5,3,986.172605405859
2,5,4,603.04168
2,5,5,475.88955266474653
2,6,1,1019.0773192467835
2,6,2,1011.09504
2,6,3,923.2042854058591
2,6,4,583.0351333023921
2,6,5,475.88955266474653
2,7,1,956.1089992467836
2,7,2,948.1267200000001
2,7,3,860.2359654058591
2,7,4,581.9159949273946
2,7,5,475.88955266474653
2,8,1,893.1406792467836
2,8,2,885.1584000000001
2,8,3,797.2676454058592
2,8,4,576.5145960723967
2,8,5,437.15586324974845
2,9,1,893.1406792467836
2,9,2,885.1584000000001
2,9,3,797.2676454058592
2,9,4,556.2791227942735
2,9,5,437.15586324974845
2,10,1,830.1723592467837
2,10,2,822.1900800000002
2,10,3,739.3975591595824
2,10,4,556.2791227942735
2,10,5,430.03572525073093
2,11,1,830.1723592467837
2,11,2,822.1900800000002
2,11,3,739.3975591595824
2,11,4,556.2791227942735
2,11,5,430.03572525073093
2,12,1,767.2040392467837
2,12,2,759.2217600000002
2,12,3,739.3975591595824
2,12,4,502.95510721482265
2,12,5,430.03572525073093
2,13,1,767.2040392467837
2,13,2,759.2217600000002
2,13,3,739.3975591595824
2,13,4,502.95510721482265
2,13,5,430.03572525073093
2,14,1,704.2357192467838
2,14,2,696.2534400000003
2,14,3,739.3975591595824
2,14,4,439.98678721482264
2,14,5,424.9257576858808
2,15,1,641.2673992467838
2,15,2,696.2534400000003
2,15,3,689.0423141248714
2,15,4,388.59525333654585
2,15,5,424.9257576858808
2,16,1,578.2990792467839
2,16,2,696.2534400000003
2,16,3,689.0423141248714
2,16,4,341.62470377826907
2,16,5,424.9257576858808
2,17,1,578.2990792467839
2,17,2,696.2534400000003
2,17,3,689.0423141248714
2,17,4,341.62470377826907
2,17,5,424.9257576858808
2,18,1,515.3307592467839
2,18,2,690.5915192672059
2,18,3,626.0739941248714
2,18,4,278.65638377826906
2,18,5,402.46210163996966
2,19,1,452.36243924676216
2,19,2,690.5915192672059
2,19,3,626.0739941248714
2,19,4,278.65638377826906
2,19,5,402.46210163996966
2,20,1,432.0522946720653
2,20,2,690.5915192672059
2,20,3,626.0739941248714
2,20,4,278.65638377826906
2,20,5,402.46210163996966
2,21,1,432.0522946720653
2,21,2,690.5915192672059
2,21,3,626.0739941248714
2,21,4,258.88988537809684
2,21,5,402.46210163996966
2,22,1,432.0522946720653
2,22,2,690.5915192672059
2,22,3,626.0739941248714
2,22,4,258.88988537809684
2,22,5,402.46210163996966
2,23,1,432.0522946720653
2,23,2,690.5915192672059
2,23,3,626.0739941248714
2,23,4,258.88988537809684
2,23,5,402.46210163996966
2,24,1,432.0522946720653
2,24,2,690.5915192672059
2,24,3,626.0739941248714
2,24,4,258.88988537809684
2,24,5,402.46210163996966
2,25,1,432.0522946720653
2,25,2,690.5915192672059
2,25,3,626.0739941248714
2,25,4,258.88988537809684
2,25,5,402.46210163996966
2,26,1,432.0522946720653
2,26,2,627.6231992672059
2,26,3,626.0739941248714
2,26,4,258.88988537809684
2,26,5,344.89086712140767
2,27,1,432.0522946720653
2,27,2,564.654879267206
2,27,3,576.6533111002416
2,27,4,258.88988537809684
2,27,5,293.09156732284566
2,28,1,369.08397467206527
2,28,2,564.654879267206
2,28,3,535.2291638392796
2,28,4,258.88988537809684
2,28,5,293.09156732284566
2,29,1,369.08397467206527
2,29,2,564.654879267206
2,29,3,535.2291638392796
2,29,4,258.88988537809684
2,29,5,293.09156732284566
2,30,1,306.11565467206526
2,30,2,564.654879267206
2,30,3,494.50205514471764
2,30,4,241.6281974481106
2,30,5,293.09156732284566
2,31,1,306.11565467206526
2,31,2,564.654879267206
2,31,3,494.50205514471764
2,31,4,241.6281974481106
2,31,5,293.09156732284566
2,32,1,251.8732799999999
2,32,2,507.2092623629509
2,32,3,474.5309981621557
2,32,4,241.6281974481106
2,32,5,293.09156732284566
2,33,1,251.8732799999999
2,33,2,507.2092623629509
2,33,3,474.5309981621557
2,33,4,241.6281974481106
2,33,5,293.09156732284566
2,34,1,251.8732799999999
2,34,2,507.2092623629509
2,34,3,426.58989198035295
2,34,4,229.14808612954872
2,34,5,293.09156732284566
2,35,1,251.8732799999999
2,35,2,507.2092623629509
2,35,3,363.62157198035294
2,35,4,190.69743552264086
2,35,5,230.12324732284569
2,36,1,251.8732799999999
2,36,2,444.2409423629509
2,36,3,300.65325198035293
2,36,4,190.69743552264086
2,36,5,188.90496000000002
2,37,1,251.8732799999999
2,37,2,444.2409423629509
2,37,3,300.65325198035293
2,37,4,190.69743552264086
2,37,5,188.90496000000002
2,38,1,188.90495999999993
2,38,2,381.27262236295087
2,38,3,300.65325198035293
2,38,4,190.69743552264086
2,38,5,188.90496000000002
2,39,1,188.90495999999993
2,39,2,381.27262236295087
2,39,3,300.65325198035293
2,39,4,127.72911552264087
2,39,5,188.90496000000002
2,40,1,125.93663999999994
2,40,2,318.30430236295086
2,40,3,237.68493198035293
2,40,4,64.76079552264088
2,40,5,188.90496000000002
2,41,1,125.93663999999994
2,41,2,318.30430236295086
2,41,3,237.68493198035293
2,41,4,64.76079552264088
2,41,5,188.90496000000002
2,42,1,125.93663999999994
2,42,2,318.30430236295086
2,42,3,237.68493198035293
2,42,4,64.76079552264088
2,42,5,188.90496000000002
2,43,1,125.93663999999994
2,43,2,318.30430236295086
2,43,3,237.68493198035293
2,43,4,64.76079552264088
2,43,5,188.90496000000002
2,44,1,125.93663999999994
2,44,2,318.30430236295086
2,44,3,237.68493198035293
2,44,4,64.76079552264088
2,44,5,188.90496000000002
2,45,1,125.93663999999994
2,45,2,318.30430236295086
2,45,3,237.68493198035293
2,45,4,64.76079552264088
2,45,5,188.90496000000002
2,46,1,62.96831999999995
2,46,2,255.3359823629509
2,46,3,174.71661198035295
2,46,4,64.76079552264088
2,46,5,125.93664000000004
2,47,1,62.96831999999995
2,47,2,192.3676623629509
2,47,3,111.74829198035297
2,47,4,1.7924755226408935
2,47,5,62.968320000000055
2,48,1,0.0
2,48,2,129.39934236295093
2,48,3,48.77997198035298
2,48,4,0.0
2,48,5,0.0
